Employee_ID,Age_Group,Monthly_Income_Band,Tenure_Group,Distance_Band,Manager_Tenure_Group,Satisfaction_Index,Engagement_Score,Salary_vs_Role_Avg,High_Flight_Risk,Stagnation_Flag,Attrition_Binary,Education_Label,Environment_Satisfaction_Label,Job_Satisfaction_Label,Relationship_Satisfaction_Label,Work_Life_Balance_Label,Performance_Rating_Label,Stock_Option_Label
277,26-35,Medium,"Early Tenure",Close,New,3.75,3.60,1.18,0,0,0,Master,"Very High",High,"Very High",Best,"Meets Expectations",Low
1162,26-35,Low,"Early Tenure",Close,New,3.25,3.00,0.78,0,0,0,Bachelor,"Very High",High,High,Better,"Meets Expectations",Low
267,36-45,Medium,Established,Far,Established,1.50,2.00,1.10,1,0,0,Bachelor,Medium,Low,Low,Good,"Meets Expectations",Low
887,46-55,Medium,"Early Tenure","Very Close",New,2.25,2.40,1.10,0,0,0,Bachelor,High,Low,Medium,Better,"Meets Expectations",Low
1745,26-35,Medium,Established,"Very Close",Established,3.00,2.80,1.53,0,0,0,Master,"Very High",Low,"Very High",Better,"Meets Expectations",None
881,26-35,Low,Established,Far,Established,2.25,2.40,0.62,1,1,1,Master,"Very High",Medium,Low,Good,"Meets Expectations",Low
1751,26-35,Medium,Established,Close,Developing,3.00,3.00,1.06,0,0,0,Bachelor,High,"Very High",High,Good,"Meets Expectations",None
262,36-45,Low,"Early Tenure",Close,New,4.00,4.00,0.64,0,0,0,Bachelor,"Very High","Very High","Very High",Best,"Meets Expectations",High
1755,26-35,Low,"Early Tenure","Very Close",New,3.00,3.20,0.90,0,0,0,Master,"Very High","Very High",Low,Better,"Meets Expectations",High
1762,26-35,Low,"New Hire","Very Close",New,2.75,2.60,0.65,0,0,0,Bachelor,"Very High",Low,High,Better,"Meets Expectations",Low
1764,26-35,Low,Established,"Very Close",Established,2.25,2.40,0.84,0,0,0,Master,Medium,Medium,Medium,Better,"Meets Expectations",None
875,36-45,Low,"New Hire","Very Close",New,3.25,3.20,0.78,0,0,0,"Below College",Medium,"Very High","Very High",Better,"Meets Expectations",None
1767,36-45,Low,"New Hire",Moderate,New,3.25,3.00,0.75,1,0,1,Bachelor,High,High,"Very High",Better,"Meets Expectations",Low
994,26-35,Low,"New Hire",Close,New,2.75,2.60,0.74,1,0,1,Bachelor,"Very High",Low,High,Better,Excellent,None
514,26-35,Low,"New Hire","Very Close",New,3.25,3.20,0.71,1,0,1,Bachelor,High,"Very High",High,Better,Excellent,None
1771,26-35,Medium,Established,"Very Close",Established,3.00,3.00,0.94,0,0,0,Bachelor,"Very High",Medium,"Very High",Good,"Meets Expectations",Medium
260,26-35,Low,Established,Close,Developing,3.00,3.00,0.70,0,0,0,Bachelor,"Very High",Medium,"Very High",Good,"Meets Expectations",None
2,46-55,Medium,Established,Close,Established,3.00,2.80,1.58,0,0,0,"Below College",High,Medium,"Very High",Better,Excellent,Low
1241,26-35,Medium,"Long Tenure","Very Close",Established,2.50,2.60,1.10,0,1,0,Bachelor,"Very High",Medium,Low,Better,Excellent,Low
252,26-35,Low,Established,Moderate,Established,3.25,3.20,0.85,0,0,0,Bachelor,"Very High",Medium,"Very High",Better,"Meets Expectations",Low
639,18-25,Low,Established,Far,Developing,2.75,3.00,0.84,0,0,0,Bachelor,Medium,"Very High",Medium,Better,"Meets Expectations",Medium
1792,36-45,Low,"Early Tenure","Very Close",Developing,2.50,2.60,0.72,1,0,1,College,High,Medium,High,Good,"Meets Expectations",High
247,26-35,Low,"Early Tenure",Far,New,3.25,3.20,0.71,0,0,0,College,"Very High",Medium,"Very High",Better,"Meets Expectations",None
1798,26-35,Medium,Established,Close,Established,2.50,2.80,0.97,0,1,0,Master,"Very High",Low,Medium,Better,"Meets Expectations",Low
1799,26-35,Low,"Early Tenure","Very Close",Developing,3.50,3.40,0.63,0,0,0,Bachelor,High,"Very High",High,Best,"Meets Expectations",Low
1257,36-45,Medium,"Long Tenure","Very Close",Established,2.50,2.60,1.14,0,0,0,Bachelor,High,Medium,High,Good,"Meets Expectations",None
865,26-35,Medium,"Early Tenure",Close,Developing,2.75,3.00,1.60,0,0,0,College,High,High,High,Good,"Meets Expectations",Low
246,26-35,Medium,"Early Tenure",Moderate,New,3.25,3.20,1.21,0,0,0,"Below College",High,"Very High",High,Better,Excellent,Low
242,26-35,Low,"Early Tenure","Very Close",New,3.00,3.00,0.77,0,0,0,Bachelor,High,"Very High",Low,Best,"Meets Expectations",None
1813,36-45,Low,"Early Tenure",Close,New,2.25,2.40,0.75,0,0,0,Bachelor,Low,High,High,Good,"Meets Expectations",None
241,56+,Medium,"New Hire",Close,New,2.50,2.60,1.31,0,0,0,Bachelor,High,Low,High,Better,"Meets Expectations",Low
861,26-35,Medium,"Early Tenure","Very Close",Developing,2.50,2.40,1.16,0,0,0,Master,Medium,"Very High",Medium,Good,"Meets Expectations",Low
233,26-35,Medium,"Early Tenure",Moderate,New,2.75,2.80,0.94,0,0,0,Bachelor,High,Medium,"Very High",Good,"Meets Expectations",Low
231,26-35,Medium,"Early Tenure",Close,Developing,2.50,2.60,0.94,0,0,0,Doctor,High,High,Low,Better,Excellent,None
227,36-45,Low,Established,Moderate,Established,2.00,2.20,0.76,0,0,0,Bachelor,Low,High,Low,Better,"Meets Expectations",Low
856,26-35,Low,Established,Far,New,2.50,2.40,0.79,0,0,0,"Below College",High,Low,"Very High",Good,"Meets Expectations",None
1830,46-55,Medium,Established,Close,Established,3.00,3.00,2.12,0,0,0,Master,"Very High","Very High",Medium,Good,"Meets Expectations",Low
1834,26-35,Medium,"Early Tenure","Very Close",New,2.50,2.60,1.11,0,0,0,Bachelor,High,Low,High,Better,Excellent,Low
1303,18-25,Low,"New Hire","Very Close",New,3.00,3.00,0.65,0,0,0,Bachelor,"Very High",Medium,"Very High",Good,"Meets Expectations",None
1839,18-25,Low,"New Hire",Moderate,New,2.25,2.40,0.47,0,0,0,Bachelor,Medium,High,High,Bad,"Meets Expectations",None
854,18-25,Medium,"Early Tenure","Very Close",New,1.75,2.20,1.06,0,0,0,"Below College",Low,Low,High,Good,"Meets Expectations",None
1847,36-45,Medium,"New Hire","Very Close",New,3.25,3.20,2.15,0,0,0,Master,"Very High",Medium,"Very High",Better,Excellent,Low
224,26-35,Low,"New Hire","Very Close",New,3.00,2.80,0.79,0,0,0,Bachelor,High,High,"Very High",Good,"Meets Expectations",Low
1854,36-45,Low,Established,Close,Developing,2.50,2.60,0.91,0,0,0,Master,High,High,Medium,Good,Excellent,Medium
221,26-35,Low,"Early Tenure",Far,New,2.75,2.80,0.84,0,0,0,Bachelor,High,"Very High",High,Bad,"Meets Expectations",Low
218,26-35,Low,"New Hire",Close,New,2.75,2.80,0.62,0,0,0,Bachelor,"Very High",Medium,"Very High",Bad,"Meets Expectations",Low
217,18-25,Low,"New Hire",Moderate,New,2.75,2.80,0.72,0,0,0,"Below College",High,"Very High",Low,Better,Excellent,Medium
850,26-35,Low,"New Hire","Very Close",New,3.25,3.20,0.53,0,0,0,Bachelor,"Very High","Very High",High,Good,"Meets Expectations",High
848,26-35,Low,Established,"Very Close",Established,2.50,2.40,0.73,1,0,1,College,High,High,Low,Better,"Meets Expectations",Low
214,56+,Medium,"New Hire",Close,New,2.00,2.00,1.03,1,0,0,Bachelor,Medium,Medium,Medium,Good,Excellent,Low
511,18-25,Low,"New Hire",Moderate,New,2.50,2.60,0.69,0,0,0,Bachelor,Low,Medium,"Very High",Better,"Meets Expectations",Low
1868,26-35,Low,"New Hire",Far,New,3.00,2.80,0.75,1,0,1,College,"Very High","Very High",Medium,Good,Excellent,None
1870,26-35,Medium,Established,Moderate,Developing,2.75,2.60,1.47,0,1,0,Bachelor,"Very High",Low,"Very High",Good,"Meets Expectations",Low
1871,36-45,Medium,"New Hire",Moderate,New,3.25,3.20,1.20,0,0,0,Master,"Very High","Very High",Medium,Better,"Meets Expectations",High
1873,46-55,Low,"Early Tenure","Very Close",Developing,3.00,2.80,0.82,0,0,0,Master,Medium,"Very High",Medium,Best,Excellent,Low
1878,18-25,Low,"New Hire",Close,New,2.50,2.60,0.76,1,0,1,"Below College","Very High",Medium,Low,Better,Excellent,None
1392,36-45,Medium,Established,Far,Developing,2.75,2.80,1.69,0,0,0,Bachelor,"Very High","Very High",Low,Good,"Meets Expectations",Medium
1885,36-45,Medium,"Early Tenure",Close,Developing,2.75,2.80,1.32,0,0,0,Master,"Very High",Low,High,Better,Excellent,Low
741,26-35,Low,Established,"Very Close",Established,2.50,2.20,0.68,1,0,1,College,Low,Medium,"Very High",Better,"Meets Expectations",None
202,36-45,Medium,"Long Tenure",Far,Long-Term,2.00,2.20,1.73,0,0,0,Bachelor,Medium,Medium,Low,Better,"Meets Expectations",Low
197,26-35,Medium,"Early Tenure","Very Close",New,3.00,3.00,0.99,0,0,0,Bachelor,"Very High",Low,"Very High",Better,"Meets Expectations",Low
1893,26-35,Low,"New Hire","Very Close",New,2.50,2.40,0.91,0,0,0,College,Medium,High,High,Good,"Meets Expectations",Low
194,26-35,Low,"Early Tenure",Moderate,Developing,2.25,2.40,0.81,0,0,0,Bachelor,Low,High,High,Good,"Meets Expectations",None
193,36-45,Medium,"Early Tenure","Very Close",New,3.00,3.00,1.33,0,0,0,Doctor,"Very High",High,Medium,Better,Excellent,None
1905,26-35,Low,"Early Tenure",Moderate,New,2.50,2.20,0.71,1,0,1,Master,"Very High",Low,Medium,Better,Excellent,Low
192,36-45,Medium,Established,Far,Developing,2.75,2.80,1.07,0,0,0,Bachelor,High,"Very High",Medium,Good,"Meets Expectations",None
1374,26-35,Low,"Early Tenure",Far,New,2.50,2.40,0.63,0,0,0,"Below College",Low,High,High,Better,Excellent,High
649,26-35,Medium,Established,"Very Close",Developing,3.25,3.00,1.12,0,0,0,College,Medium,"Very High","Very High",Better,"Meets Expectations",Low
1931,26-35,Low,"Early Tenure","Very Close",New,2.25,2.40,0.69,0,0,0,Master,Medium,Medium,High,Good,"Meets Expectations",Low
1932,26-35,Medium,"Long Tenure",Far,Long-Term,3.00,2.80,1.77,0,1,0,Master,High,"Very High",Medium,Better,"Meets Expectations",None
1934,46-55,Medium,Established,Moderate,Established,3.00,3.00,1.69,0,0,0,Master,High,Medium,High,Best,"Meets Expectations",Low
171,36-45,Medium,"Early Tenure",Far,New,3.00,3.20,1.46,0,0,0,Bachelor,Medium,High,"Very High",Better,"Meets Expectations",None
1937,36-45,Low,"Long Tenure",Close,Established,3.00,2.80,0.66,0,0,0,Bachelor,"Very High",Medium,High,Better,"Meets Expectations",Low
164,26-35,Low,"Early Tenure",Close,Developing,2.50,2.40,0.73,0,0,0,Bachelor,High,Medium,High,Good,"Meets Expectations",None
1939,26-35,Low,"Early Tenure","Very Close",Developing,2.00,2.40,0.75,1,0,1,College,Low,High,Low,Better,"Meets Expectations",None
1940,36-45,Medium,"Early Tenure",Close,Developing,3.50,3.40,1.47,0,0,0,College,Medium,"Very High","Very High",Best,"Meets Expectations",Medium
1060,36-45,Low,"New Hire","Very Close",New,2.50,2.60,0.87,0,0,0,Master,High,High,Low,Better,"Meets Expectations",Low
1259,26-35,Low,"Early Tenure","Very Close",Developing,2.25,2.40,0.78,0,0,0,College,Low,High,Medium,Better,"Meets Expectations",High
1947,26-35,Low,"Early Tenure",Moderate,Developing,2.75,2.80,0.66,0,0,0,Bachelor,High,High,High,Good,"Meets Expectations",None
1948,26-35,Medium,"Early Tenure","Very Close",Developing,3.00,3.00,0.95,0,0,0,College,High,Low,"Very High",Best,"Meets Expectations",Low
161,56+,Medium,"Early Tenure",Moderate,Developing,2.00,2.20,1.53,1,0,1,Master,Medium,Medium,Low,Better,"Meets Expectations",High
1956,26-35,Medium,Established,"Very Close",Established,2.50,2.20,1.54,0,1,0,Bachelor,"Very High",Low,Medium,Better,Excellent,None
159,26-35,Low,Established,Far,Established,2.25,2.00,0.81,0,0,0,Bachelor,Low,High,High,Good,Excellent,High
977,56+,Low,"New Hire","Very Close",New,2.75,2.80,0.77,1,0,1,Bachelor,"Very High",High,Low,Better,Excellent,None
1969,46-55,Low,"Early Tenure",Close,Developing,2.25,2.40,0.89,0,0,0,College,Low,High,High,Good,"Meets Expectations",Medium
838,26-35,Low,"Early Tenure",Moderate,Developing,3.25,3.00,0.79,0,0,0,Master,High,"Very High",High,Better,"Meets Expectations",None
151,26-35,Medium,"New Hire",Close,New,2.75,2.60,1.39,0,0,0,Master,High,Medium,High,Better,"Meets Expectations",Low
834,36-45,Low,"New Hire","Very Close",New,3.00,2.80,0.70,0,0,0,Bachelor,Medium,High,"Very High",Better,"Meets Expectations",None
143,18-25,Low,"New Hire",Close,New,3.50,3.20,0.89,0,0,0,"Below College","Very High","Very High",High,Better,"Meets Expectations",Medium
1193,18-25,Low,"New Hire",Close,New,2.50,2.60,0.79,0,0,0,College,High,Low,High,Better,Excellent,None
1976,36-45,Medium,"Long Tenure",Far,Established,3.50,3.20,1.34,0,0,0,College,"Very High",High,"Very High",Better,"Meets Expectations",None
655,26-35,Low,"Early Tenure",Close,Developing,2.25,2.20,0.68,0,0,0,Master,Low,High,High,Good,"Meets Expectations",Medium
138,26-35,Medium,"Long Tenure",Close,Established,2.50,2.60,1.48,0,0,0,Master,Low,High,High,Better,"Meets Expectations",None
134,26-35,Low,"New Hire","Very Close",New,3.00,3.00,0.91,0,0,0,"Below College","Very High",Low,"Very High",Better,"Meets Expectations",None
1195,36-45,Medium,"Early Tenure",Close,New,2.25,2.40,1.38,0,0,0,Bachelor,Low,High,High,Good,"Meets Expectations",Low
1275,26-35,Low,Established,"Very Close",New,2.75,2.80,0.89,0,0,0,College,High,"Very High",Medium,Good,Excellent,None
715,36-45,Medium,"New Hire",Close,New,3.00,3.20,1.44,0,0,0,College,"Very High","Very High",Low,Better,"Meets Expectations",None
1270,18-25,Low,"New Hire","Very Close",New,3.50,3.40,0.38,0,0,0,College,"Very High",High,"Very High",Better,Excellent,Low
1200,36-45,Low,Established,Close,New,3.00,3.00,0.91,1,0,1,Master,High,High,High,Better,"Meets Expectations",None
828,26-35,Medium,"New Hire","Very Close",New,3.00,3.00,1.35,1,0,1,Master,High,High,"Very High",Good,"Meets Expectations",None
710,26-35,Low,Established,"Very Close",Established,3.25,2.80,0.84,0,0,0,Master,Medium,"Very High","Very High",Better,"Meets Expectations",Low
1269,18-25,Low,"New Hire",Far,New,3.25,3.40,0.92,0,0,0,Bachelor,Medium,"Very High","Very High",Better,"Meets Expectations",None
1998,36-45,Medium,"Early Tenure",Moderate,New,2.50,2.60,1.67,0,0,0,Master,"Very High",Low,High,Good,"Meets Expectations",Low
1999,36-45,Low,"Early Tenure","Very Close",New,3.00,3.00,0.86,0,0,0,Bachelor,"Very High","Very High",Low,Better,Excellent,Low
510,26-35,Medium,Established,"Very Close",Developing,2.50,2.60,0.96,1,0,1,"Below College",High,Low,High,Better,Excellent,None
1202,26-35,Low,"Early Tenure",Moderate,Developing,2.25,2.00,0.67,0,0,0,"Below College",Medium,"Very High",Low,Good,"Meets Expectations",Low
2007,18-25,Medium,"Early Tenure","Very Close",New,3.75,3.60,1.04,0,0,0,College,"Very High",High,"Very High",Best,"Meets Expectations",None
2008,26-35,Medium,Established,Close,Established,2.50,2.60,1.57,0,0,0,Master,Medium,High,Medium,Better,"Meets Expectations",None
1431,26-35,Low,"Early Tenure","Very Close",Developing,2.75,2.80,0.92,0,0,0,Master,"Very High",Low,High,Better,"Meets Expectations",Medium
1203,18-25,Low,"New Hire","Very Close",New,3.00,2.80,0.88,1,0,1,Master,High,"Very High",Medium,Better,"Meets Expectations",Low
107,36-45,Medium,"Long Tenure",Close,Established,3.25,2.80,1.64,0,0,0,Bachelor,Medium,"Very High","Very High",Better,"Meets Expectations",High
2014,36-45,Medium,Established,Far,Established,2.25,2.40,1.27,0,0,0,"Below College",Low,"Very High",Low,Better,"Meets Expectations",None
657,18-25,Low,"New Hire","Very Close",New,3.50,3.20,0.88,0,0,0,Bachelor,"Very High",Medium,"Very High",Best,"Meets Expectations",None
1246,36-45,Low,Established,"Very Close",Established,3.00,3.20,0.62,0,1,0,"Below College",Low,"Very High","Very High",Better,"Meets Expectations",Low
2020,36-45,Low,"Early Tenure","Very Close",New,3.00,3.00,0.75,0,0,0,Bachelor,Medium,"Very High",High,Better,"Meets Expectations",None
705,18-25,Low,"Early Tenure","Very Close",New,1.75,2.20,0.87,0,0,0,Bachelor,Low,Low,Low,Best,"Meets Expectations",Low
105,26-35,Low,Established,"Very Close",Developing,2.25,2.20,0.88,0,0,0,Bachelor,Medium,High,Low,Better,"Meets Expectations",None
826,26-35,Low,"New Hire","Very Close",New,3.25,3.40,0.77,0,0,0,Master,"Very High",High,High,Better,"Meets Expectations",None
2027,26-35,Medium,"New Hire","Very Close",New,2.75,2.80,1.48,1,0,1,Master,Low,"Very High",Medium,Best,"Meets Expectations",High
702,26-35,Medium,Established,"Very Close",Established,1.50,1.80,1.03,1,1,1,Bachelor,Low,Low,Low,Better,"Meets Expectations",None
1206,36-45,Low,"New Hire",Moderate,New,3.50,3.00,0.71,0,0,0,Bachelor,"Very High",High,"Very High",Better,"Meets Expectations",None
96,26-35,Medium,Established,"Very Close",Established,2.25,2.40,1.92,0,0,0,Bachelor,Medium,Medium,Medium,Better,"Meets Expectations",Medium
2038,26-35,Low,"Early Tenure","Very Close",New,3.00,3.00,0.75,0,0,0,Bachelor,"Very High",Low,"Very High",Better,"Meets Expectations",None
662,36-45,Low,"New Hire","Very Close",New,2.50,2.60,0.81,0,0,0,"Below College",High,Low,"Very High",Good,"Meets Expectations",None
2048,36-45,Low,"New Hire","Very Close",New,3.25,3.00,0.87,0,0,0,Master,High,High,"Very High",Better,"Meets Expectations",None
824,26-35,Low,Established,Far,Established,3.00,3.20,0.83,0,0,0,College,High,High,High,Better,Excellent,Low
2051,36-45,Low,"Early Tenure","Very Close",New,2.75,2.80,0.62,0,0,0,Master,High,High,Medium,Better,"Meets Expectations",High
2052,26-35,Low,"Early Tenure","Very Close",New,3.50,3.00,0.92,0,0,0,Master,High,"Very High","Very High",Better,"Meets Expectations",Low
991,26-35,Low,"Early Tenure",Close,New,2.00,2.00,0.72,1,0,1,College,High,Low,Low,Better,Excellent,None
2054,26-35,Medium,"Early Tenure",Far,Developing,2.00,2.00,1.17,0,0,0,Master,"Very High",Low,Medium,Bad,"Meets Expectations",None
95,26-35,Low,"New Hire","Very Close",New,2.50,2.60,0.77,0,0,0,Master,High,Medium,Medium,Better,"Meets Expectations",None
1210,36-45,Low,"New Hire","Very Close",New,1.00,1.20,0.65,1,0,1,College,Low,Low,Low,Bad,"Meets Expectations",Low
94,26-35,Low,"Early Tenure","Very Close",Developing,3.00,3.00,0.83,0,0,0,Bachelor,High,Medium,"Very High",Better,Excellent,Low
1402,36-45,Medium,"Long Tenure",Close,Established,1.50,1.60,1.26,0,0,0,Bachelor,Low,High,Low,Bad,"Meets Expectations",None
388,26-35,Medium,Established,"Very Close",Established,2.25,2.40,0.66,0,0,0,College,Medium,"Very High",Low,Good,"Meets Expectations",None
401,26-35,Medium,Established,"Very Close",Developing,3.25,3.00,0.84,1,1,1,Master,"Very High","Very High",Medium,Better,"Meets Expectations",None
404,36-45,High,"Long Tenure",Far,Established,3.25,3.20,1.95,0,0,0,Bachelor,High,Medium,"Very High",Best,"Meets Expectations",Low
1582,36-45,High,Established,Moderate,Established,3.00,3.00,1.43,0,1,0,Bachelor,High,Medium,"Very High",Better,"Meets Expectations",Low
1583,36-45,Medium,"Early Tenure",Moderate,New,2.50,2.60,0.61,0,0,0,Bachelor,Medium,Medium,Medium,Best,"Meets Expectations",None
1585,36-45,Medium,"New Hire","Very Close",New,2.25,2.40,0.98,0,0,0,Master,Medium,High,Low,Better,"Meets Expectations",None
406,26-35,High,"Long Tenure",Moderate,Established,2.50,2.60,1.16,0,0,0,Bachelor,High,Medium,High,Good,"Meets Expectations",Medium
416,26-35,Medium,Established,Close,Established,2.50,2.80,1.00,0,1,0,Bachelor,Medium,"Very High",Medium,Good,"Meets Expectations",Low
1588,36-45,High,Established,Close,Established,2.75,3.00,1.19,0,0,0,Bachelor,"Very High",High,Low,Better,"Meets Expectations",Low
420,26-35,Medium,"Long Tenure",Close,Established,3.00,2.80,0.79,0,0,0,Bachelor,"Very High",High,High,Good,"Meets Expectations",Low
436,26-35,Medium,"Long Tenure",Close,Established,3.00,2.80,0.76,0,1,0,College,High,Medium,"Very High",Better,"Meets Expectations",None
437,26-35,Medium,"Early Tenure","Very Close",Developing,2.75,2.80,0.65,0,0,0,Bachelor,"Very High",High,Low,Better,"Meets Expectations",None
438,26-35,High,Established,Close,Established,3.75,3.60,1.09,0,0,0,Bachelor,"Very High","Very High","Very High",Better,"Meets Expectations",High
445,36-45,Medium,"New Hire","Very Close",New,2.50,2.60,0.76,1,0,1,College,"Very High",High,Low,Good,"Meets Expectations",None
446,26-35,Medium,Established,Close,New,2.75,2.60,0.68,0,0,0,Bachelor,Medium,"Very High",High,Good,"Meets Expectations",None
1598,36-45,Medium,"Early Tenure",Moderate,New,2.75,2.80,0.67,0,0,0,College,"Very High",Low,High,Better,"Meets Expectations",Low
1125,36-45,High,"New Hire","Very Close",New,3.00,3.00,1.06,0,0,0,College,"Very High",Medium,High,Better,"Meets Expectations",None
449,26-35,Medium,"Early Tenure","Very Close",Developing,3.00,3.00,0.92,0,0,0,"Below College",High,Medium,"Very High",Better,"Meets Expectations",Low
453,36-45,High,"Early Tenure","Very Close",New,2.75,2.40,1.08,0,0,0,College,Medium,"Very High",High,Good,Excellent,High
